# Temperature vs Distance log
# Format: temperature distance(km)
6812.724552 2544799.925115
6805.911827 2576376.325244
6799.105915 2566815.366383
6792.306810 2582011.706906
6785.514503 2610308.301379
6778.728988 2543663.245531
6771.950259 2545748.537252
6765.178309 2563946.237399
6758.413131 2503402.463444
6751.654718 2570523.599738
6744.903063 2585496.820473
6738.158160 2591607.071930
6731.420002 2539211.463246
6724.688582 2583977.144998
6717.963893 2585646.107888
6711.245929 2614291.552060
6704.534683 2543351.218486
6697.830149 2585115.949805
6691.132318 2577863.356440
6684.441186 2659506.367370
6677.756745 2598169.709757
6671.078988 2537843.699751
6664.407909 2539857.768033
6657.743501 2582488.061398
6651.085758 2551637.841500
6644.434672 2609648.271543
6637.790237 2642318.642730
6631.152447 2566349.485969
6624.521295 2601410.969600
6617.896773 2633067.198060
6611.278877 2579353.462321
6604.667598 2534034.254764
6598.062930 2580491.389606
6591.464867 2533149.780368
6584.873402 2593538.127691
6578.288529 2638573.741559
6571.710240 2602239.295674
6565.138530 2569665.637207
6558.573392 2618106.440377
6552.014818 2563595.978381
6545.462803 2607700.253894
6538.917341 2623379.887678
6532.378423 2625142.030146
6525.846045 2580602.750062
6519.320199 2594142.728688
6512.800879 2566872.789229
6506.288078 2601321.214346
6499.781790 2623485.390488
6493.282008 2639832.700964
6486.788726 2500678.297042
6480.301937 2552615.524168
6473.821635 2529868.869235
6467.347814 2551573.900359
6460.880466 2565969.844444
6454.419585 2645827.524940
6447.965166 2616855.260343
6441.517200 2579906.728989
6435.075683 2605240.564317
6428.640608 2584714.608993
6422.211967 2556152.638172
6415.789755 2536067.643151
6409.373965 2583982.324853
6402.964591 2558391.526573
6396.561627 2592004.360129
6390.165065 2646667.794208
6383.774900 2556147.903168
6377.391125 2615653.843279
6371.013734 2544162.694860
6364.642720 2638892.821285
6358.278078 2575260.418887
6351.919799 2549057.169174
6345.567880 2611693.966395
6339.222312 2529721.062989
6332.883089 2532672.868626
6326.550206 2590466.934969
6320.223656 2558383.916834
6313.903433 2598232.582598
6307.589529 2606680.750698
6301.281940 2594788.783022
6294.980658 2590730.667974
6288.685677 2624920.844846
6282.396991 2661551.048351
6276.114594 2566568.446624
6269.838480 2586776.538268
6263.568641 2606301.191478
6257.305073 2583553.020642
6251.047767 2538548.050040
6244.796720 2573494.411104
6238.551923 2499640.015524
6232.313371 2592862.434234
6226.081058 2577454.776451
6219.854977 2571814.796702
6213.635122 2581124.731663
6207.421487 2605554.925453
6201.214065 2553064.915659
6195.012851 2510813.298482
6188.817838 2559748.095365
6182.629020 2572774.554836
6176.446391 2483548.337633
6170.269945 2531005.499455
6164.099675 2570371.342578
6157.935575 2568005.392393
6151.777640 2572154.537372
6145.625862 2660383.340635
6139.480236 2562422.404489
6133.340756 2550905.117435
6127.207415 2528948.101680
6121.080208 2528788.225142
6114.959128 2510681.502837
6108.844168 2524877.878881
6102.735324 2569587.060367
6096.632589 2540332.779502
6090.535956 2562521.531864
6084.445420 2599488.886229
6078.360975 2613327.669953
6072.282614 2531959.110909
6066.210331 2529866.741917
6060.144121 2559774.116768
6054.083977 2602299.131801
6048.029893 2515551.267853
6041.981863 2694139.830795
6035.939881 2630442.075849
6029.903941 2547588.890083
6023.874037 2579597.304630
6017.850163 2560792.391910
6011.832313 2528537.249321
6005.820481 2541794.562552
5999.814660 2544538.020540
5993.814846 2463739.220212
5987.821031 2505943.233587
5981.833210 2584031.807765
5975.851377 2486849.009080
5969.875525 2553748.465036
5963.905650 2554303.133745
5957.941744 2553701.212490
5951.983802 2549481.569061
5946.031819 2477414.335618
5940.085787 2576084.994836
5934.145701 2566227.426594
5928.211555 2578379.106757
5922.283344 2616649.748410
5916.361060 2529382.333716
5910.444699 2614951.033314
5904.534255 2619580.253727
5898.629720 2559605.355984
5892.731091 2551097.601326
5886.838360 2580863.991876
5880.951521 2527713.275251
5875.070570 2613408.100217
5869.195499 2594997.431690
5863.326304 2544206.207917
5857.462977 2513229.707666
5851.605514 2555064.742345
5845.753909 2571860.969765
5839.908155 2553516.754943
5834.068247 2485516.603464
5828.234178 2520600.568342
5822.405944 2538784.801380
5816.583538 2585471.117111
5810.766955 2590977.773810
5804.956188 2583697.747425
5799.151232 2626871.739354
5793.352080 2481532.131140
5787.558728 2525905.345407
5781.771170 2534217.306945
5775.989398 2471917.531667
5770.213409 2497462.094995
5764.443196 2475614.808290
5758.678752 2548126.133512
5752.920074 2506394.349443
5747.167154 2600501.338397
5741.419986 2538583.161268
5735.678567 2612467.958903
5729.942888 2542660.522229
